"","4.1pa","3.3Bz","1.3Bx","1.3By","4.1Bx","3.3Bx","1.3Bz","3.3By","4.1By","4.1Bz","4.2Bx","5.1Bz","5.2Bx","5.1By","1.3pa","4.3Bz","6.2By","5.1Bx","4.2By","3.3pa","4.2Bz","4.3Bx","8.1By","5.2Bz","5.3Bz","7.1By","6.3Bx","4.3pa","5.1pa","5.3Bx","6.2Bx","4.2pa","4.3By","6.2Bz","7.1Bz","6.1By","6.3Bz","5.3pa","7.1pa","6.3pa","6.1pa","6.1Bz","5.3By","6.1Bx","8.3pa","9.2Bx","8.3By","8.3Bx","10.1Bz","9.1Bz","8.2By","7.1Bx","8.1Bz","8.1Bx","6.2pa","10.1By","9.2By","8.3Bz","11.1Bx","10.2Bx","9.2Bz","9.1pa","9.2pa","10.1pa","10.1Bx","8.1pa","12.2pa","11.2By","11.2pa","11.1Bz","11.2Bx","11.1By","10.2By","12.1Bx","11.1pa","10.2Bz","12.1Bz","13.1Bx","12.2By","12.1pa","12.2Bz","12.2Bx","13.1By","12.3By","12.3Bz","14.1pa","12.1By","10.2pa","15.3Bx","15.2pa","15.3pa","14.1By","15.1Bz","14.1Bz","11.2Bz","13.1Bz","15.1pa","12.3pa","12.3Bx","15.3Bz","15.3By","15.2By","15.2Bx","15.1Bx","16.1Bx","16.2pa","16.1By","13.1pa","15.2Bz","14.1Bx","16.2Bx","16.3By","16.2Bz","16.3Bx","17.1pa","17.2Bx","17.1Bx","17.1By","16.3Bz","16.1Bz","16.1pa","18.2Bx","17.3pa","17.3By","17.3Bz","17.2pa","18.1By","16.2By","16.3pa","17.1Bz","17.2Bz","17.2By","18.3By","19.2Bx","19.3Bx","19.1Bz","18.3Bz","18.2By","18.2Bz","19.1By","17.3Bx","18.1Bz","19.1Bx","19.2By","20.1By","19.2Bz","19.2pa","18.2pa","19.3pa","19.3Bz","20.2Bx","19.1pa","18.1pa","18.1Bx","20.2By","22.2Bx","22.2pa","22.2Bz","20.3Bz","19.3By","20.1Bz","20.2Bz","20.3By","18.3pa","18.3Bx","24.2pa","23.2By","23.2Bx","22.3By","22.3Bz","22.3Bx","20.3Bx","23.1By","20.1Bx","20.1pa","20.2pa","24.2Bz","23.2Bz","23.1Bx","24.2By","23.2pa","23.1Bz","22.3pa","22.2By","24.1By","24.1Bx","20.3pa","26.1By","25.2Bz","26.1Bz","26.1pa","23.1pa","25.2Bx","25.1Bz","24.2Bx","24.1Bz","25.1Bx","24.1pa","27.2By","27.1Bx","26.2Bz","25.2By","26.1Bx","26.2Bx","27.1By","26.2pa","27.1Bz","26.2By","25.1By","25.2pa","27.1pa","27.2Bx","27.2Bz","27.2pa","25.1pa"
"552.3825527",2709.572,8456.474,3149.768,6282.318,2955.664,24447.49,7625.518,4672.954,4745.838,3952.358,7282.992,3875.33,10624.982,3094.886,51698.54,2451.93,3189.704,5324.862,2740.244,3261.068,8344.682,14308.206,1608.498,3595.144,9448.176,9762.006,17075.092,5467.744,34152.356,7519.922,24088.124,2341.944,3678.714,13378.788,4008.388,7245.296,4432.674,46829.266,27095.528,46688.236,99405.822,6698.598,17212.336,4056.056,4178.79,1965.366,309238.492,64554.274,11479.474,27996.176,6261.724,10095.99,47289.15,121193.108,91288.37,13322.308,6415.878,50037.438,23499.006,6492.752,4912.192,130354.632,185901.45,2606.38,4425.826,5211.92,1444.134,27021.94,16174.412,3873.228,5544.804,2889.06,1978.128,704496.806,2329.204,4618.938,114283.796,1394.448,13879.676,432048.068,32755.628,29644.752,2323.752,44618.07,17674.294,31368.232,3666.638,11468.72,31050.896,4546.98,5223.844,131854.656,2576.194,499909.292,6724.072,3678.584,12491.38,865338.766,10411.7,14611.106,11223.964,67548.874,95654.216,123612.764,9057.628,5789.88,2480.22,12976.05,42881.428,486425.454,9416.232,3730.56,3841.39,7465.292,26553.474,6818.882,7521.958,5388.234,6598.734,8304.732,135104.988,1794.052,6739.078,6258.566,7380.302,7643.24,4791.052,5548.828,9577.628,4206.344,14370.232,8536.91,31411.59,11730.058,2949.67,5008.932,32989.104,37604.234,5184.862,7960.058,13019.222,6564.996,6838.32,14676.602,4957.672,4307.806,13401.294,89739.856,6309.68,4492.762,3941.934,11873.81,195052.138,10365.004,6623.4,3010.674,11844.7,19738.162,4028.616,2659.548,16975.072,5772.244,14568.37,4697.26,6518.518,5224.41,4858.078,2863.38,4727.206,14867.684,3370.876,9435.75,13600.172,9059.75,1306404.46,357646.808,17835.136,2354.56,113350.964,10209.01,3749.156,8503.458,2108.638,20590.304,122168.972,3692.876,0,5448.156,5699.58,3128.79,2458.432,269930.508,4854.164,45290.252,9479.358,12679.54,4156.422,67042.842,11177.428,5525.062,2895.26,2407.942,1714.97,4483.9,6435.194,5259.828,2419.948,8017.86,53407.074,4956.752,2091.902,6703.058,18183.688,4127.204,3853.84
"288.2829442",0,31617.642,249731.754,92371.698,486349.808,158184.498,132422.216,39458.186,856665.906,77226.582,642009.012,70347.692,128511.428,50364.51,112933.38,166108.752,54812.822,200817.54,301683.066,1219127.69,102726.914,365892.67,3390.212,89720.364,443730.572,70975.546,27761.02,133428.67,242457.704,91118.554,58171.138,148960.802,187054.54,27347.836,70306.09,26365.124,22953.914,87922.024,24989.546,29940.188,41761.216,22110.036,722774.058,634291.134,21329.722,29979.392,123557.93,38033.332,14851.156,26548.178,39146.364,102900.804,77255.9,60456.604,32421.684,24589.568,19594.934,43100.32,141747.816,24032.438,28463.196,35919.288,26840.69,29224.642,27940.578,24303.266,3232.67,471936.46,365663.554,154251.904,197437.96,127878.048,68609.554,116834.508,60478.058,15612.4,103163.304,1271.34,58794.752,132105.652,96026.306,101142.314,124336.182,42029.668,161430.63,100422.948,52551.69,140938.942,23425.848,473218.324,54071.09,123025.956,115440.386,90534.068,207027.38,116798.662,128593.052,46091.196,33704.114,104724.304,72048.874,377781.826,415694.356,140352.852,87574.802,449825.476,112793.432,122299.222,183678.66,119789.438,334694.196,95823.636,194023.212,10764.932,108590.746,354389.986,94184.88,99599.49,120139.04,118354.718,113006.832,163423.018,22904.536,27039.678,39198.174,182707.25,48916.54,151138.016,34234.356,89153.966,181270.546,195524.994,52975.924,273454.962,30980.172,96979.774,23106.014,157536.604,142229.196,94715.884,53324.95,60947.778,102427.292,152860.234,170191.962,142255.322,154831.052,385460.466,15316.256,119257.16,303165.66,89129.044,89820.998,107441.49,173950.288,233826.162,133958.48,110199.56,27112.802,108677.974,181894.048,243540.084,185729.714,129607.79,90919.326,2316.616,18158.252,20359.748,131509.25,38053.192,144339.162,57211.766,51063.314,276335.474,177821.968,157826.17,50703.044,30847.846,34790.732,80185.216,14940.434,54852.24,126216.156,179141.752,95112.644,59336.24,109937.062,26803.362,21825.322,145175.414,47209.172,27243.436,46620.708,94463.742,737541.758,17928.884,102488.706,80457.938,8824.576,39855.272,58803.672,42458.576,33048.526,46844.23,34531.03,38242.336,65322.938,70022.6,29056.97,26879.48,31714.762,54475.698,180780.86,138003.014,13076.806
"313.2127608",18587.43,66002.278,89484.136,75086.962,97199.748,97367.796,102759.256,99906.478,74497.294,99435.454,82240.666,91055.258,75280.158,72543.304,157220.604,54192.7,76057.932,95804.002,94766.366,138743.582,104613.182,75354.416,29728.848,69399.232,101314.182,54319.346,84767.85,119918.052,131033.934,94406.578,85219.886,125803.798,84028.252,69432.668,80663.562,83223.622,83408.84,110106.384,114802.912,112376.122,138834.786,82350.14,94760.83,90265.424,126553.876,67203.772,139194.55,162717.342,66328.066,59817.204,108794.452,71675.38,97028.52,76879.428,118409.39,69388.974,75890.632,133299.124,78019.488,79186.262,76713.796,116613.89,103338.664,108927.182,85807.024,100008.008,14417.774,102190.54,138870.546,102517.202,101871.188,80739.386,92917.46,106716.62,140606.162,82309.902,79874.914,9145.372,68393.964,131576.532,93513.672,105872.7,97700.982,133210.046,102147.456,109435.914,125539.434,115504.47,69540.438,137889.324,58910.29,97291.546,102084.698,96393.724,99502.22,91290.814,114031.452,149108.308,106366.966,106632.21,91282.578,7078.86,106026.87,81722.772,93421.782,141589.988,126203.572,146982.844,113443.686,118775.706,118576.498,146534.536,116655.932,100491.372,135957.052,114557.684,123671.188,134055.256,180202.672,124836.986,136046.394,85979.958,74906.252,51720.292,60076.65,131772.022,104779.246,119969.484,166319.692,135076.178,98913.758,126163.722,122093.954,95119.512,93721.456,81246.69,111958.73,109978.218,97715.504,103394.478,64973.596,129947.698,113746.406,98971.592,87911.558,107177.67,104682.82,112463.214,133475.906,96375.054,89745.146,126532.094,164566.048,113305.432,115598.678,78103.322,87718.55,64317.372,73080.934,104109.266,98161.734,120169.482,75835.824,164712.056,143682.178,18059.086,92626.594,83978.574,78348.502,87841.9,91711.074,44441.588,134026.34,86808.87,137252.976,127134.99,65415.216,70449.328,105585.374,77915.568,157128.952,102837.856,89987.63,121923.922,70908.664,58096.16,86898.51,68436.38,89188.45,58814.12,77026.426,144706.372,67799.542,95736.656,61169.096,91111.792,92763.034,132080.186,42728,72458.498,72521.288,69237.496,53757.234,79834.796,73147.988,76782.034,79805.74,95210.888,89123.846,72488.638,76025.64,73147.368,69047.52,72483.866,116774.516
"131.0016823",24076.124,70096.38,54581.148,78852.678,187878.52,199567.774,80753.844,225255.356,108246.128,216060.462,100737.646,62817.46,120797.27,128276.952,154255.958,150156.042,95484.698,107792.264,36349.382,60488.31,164749.03,173929.644,21942.738,167559.924,134845.636,49102.504,48867.644,148942.61,141661.696,204633.508,89167.382,91570.598,119813.62,144425.038,120449.602,167731.218,128376.016,211237.624,192077.954,142071.19,115198.744,160436.946,116160.214,32967.768,203716.324,114490.62,218043.02,191271.99,164627.506,125744.724,46013.07,128182.106,98134.086,52724.274,57914.682,144159.314,45646.688,215733.324,57449.444,98690.55,84268.352,143013.698,156201.844,111453.662,46134.028,52108.214,11754.376,114497.492,126703.946,56518.428,125008.12,62827.204,182470.314,77048.776,58309.306,152007.648,76157.82,7557.546,120355.004,144500.048,73056.514,66083.956,65603.812,226981.518,217939.614,76804.562,94555.114,144220.998,34254.622,115176.178,92419.434,77429.782,73822.378,63725.11,110188.626,57839.14,83810.37,151244.424,207241.244,92308.83,90380.118,69716.32,73049.48,60287.834,98736.074,120651.45,77011.226,74263.466,113518.508,70392.324,86653.244,232138.268,121729.61,182224.622,76751.826,116495.466,64527.878,73897.452,242933.42,91263.542,84702.868,141356.282,45519.098,73794.42,76351.41,126117.904,191453.708,122739.47,223599.512,65652.762,109230.22,72533.352,211222.354,124750.26,242433.138,166648.668,211127.658,83637.676,123382.212,94322.49,72943.946,196479.338,64522.908,98061.554,146188.95,142836.426,138010.342,94260.464,143763.036,232661.172,134647.044,62560.558,204047.52,69545.666,150566.43,146088.886,153487.178,145661.072,103452.346,250636.612,58466.978,129034.932,137019.068,186391.076,200851.402,27684.732,17684.494,12212.382,41553.154,116336.394,107465.036,47464.81,186562.662,142280.9,140370.754,59537.628,30236.286,19791.338,221931.576,28651.852,25134.572,259148.79,88700.26,157140.222,135126.044,116136.272,62041.696,30402.108,32459.128,28085.214,25417.638,222417.788,31902.276,101351.614,25535.236,143461.64,85496.582,148524.542,24136.872,28092.58,28099.126,30763.008,27576.79,19308.066,31694.788,44678.144,18785.608,30140.56,114394.86,28037.05,31638.292,25298.926,24467.112,26247.234,82891.516
"132.4848622",862.248,2314.816,1875.972,2873.176,1065.792,984.256,2809.386,5220.68,2181.168,1902.94,5205.438,1694.274,1250.736,0,1398.496,1325.716,1705.386,1905.102,2240.56,3488.526,1790.548,1096.568,1117.96,4840.408,1770.146,0,964.96,3176.334,1196.256,3006.68,1162.656,2461.12,0,1380.292,1953.948,948.48,1100.748,2590.248,1710.498,2038.504,1027.84,2197.5,827.292,911.976,184510.924,1237.184,72450.594,278618.714,1776.76,1157.966,1100.562,2226.032,2102.132,2203.32,3240.424,970.88,1311.81,48100.892,1502.88,3681,0,4516.928,3164.172,1768.82,2728.672,2751.958,875.808,3371.472,1261.386,909.926,0,1065.152,1357.054,1801.194,2937.632,1552.964,1341.768,1255.662,966.084,2218.782,1107.15,969.542,1178.744,70755.386,30790.746,1738.056,2598.582,1032.464,21972.03,1263.114,24090.89,952.676,1861.034,1490.426,1870.976,1435.824,1034.604,33819.446,83560.824,49627.076,17024.672,1364.314,1321.788,3254.246,962.096,2066.28,2403.666,868.01,3206.568,1859.192,2180.66,26445.952,3484.768,243032.38,2013.086,6532.308,2401.134,2529.78,161299.314,2551.338,1472.812,2744.88,26344.162,22241.912,42026.334,2730.566,37775.664,2524.09,111447.064,3081.194,3779.758,2231.368,93211.324,1843.228,64126.306,1228.36,147579.186,6018.798,1748.176,2316.86,69582.798,62468.038,1592.12,3615.802,871.332,1682.336,3307.686,2168.186,11630.14,33158.374,1059.156,1665.954,68593.438,55748.71,2038.944,917.568,1685.82,3049.482,184713.448,71113.14,1115.02,1166.652,40340.546,103505.142,139316.854,0,32943.09,21941.468,52916.468,83881.066,41552.992,26833.852,66416.566,1137.664,4270.978,1502.268,36104.636,16335.072,74246.818,25944.816,14969.992,127408.772,205833.99,6251.738,49673.86,30716.958,25436.978,4391.48,12698.704,27862.254,16396.184,50797.306,24170.134,62040.496,18421.174,82531.706,55983.414,93337.576,61053.472,28263.718,15711.976,12543.15,24298.272,9039.4,17575.458,11851.616,28968.156,36650.348,85463.47,12671.472,14249.038,15243.26,17206.928,17276.896,58758.362
"415.1281843",14795.764,58909.644,94310.392,51764.588,120857.548,139082.562,159755.782,177209.584,207767.212,68491.996,72378.914,146911.378,77445.038,174450.098,266580.514,131238.556,222064.17,101728.146,125814.274,87757.756,107000.578,157267.49,47016.19,94717.094,181101.662,197956.312,261866.144,218441.806,164393.002,214301.87,186121.302,63867.718,214328.144,102528.9,163667.202,117940.742,226974.91,96252.152,223048.736,117453.32,124137.428,0,68565.02,337024.376,191145.23,139480.792,258266.816,206619.206,130681.894,211286.818,289867.23,263447.718,257818.986,112952.05,240538.038,80873.922,233956.778,260915.474,211858.192,99689.76,236871.252,349831.616,135368.074,155812.112,182016.726,231677.136,24515.88,403607.662,166328.908,372494.158,95077.166,157984.654,111913.948,599820.746,693041.61,114114.688,170051.798,37707.922,378473.79,354973.214,331762.366,359682.602,344587.818,199730.77,238288.528,344416.77,395641.06,129843.8,73379.064,207769.698,70051.568,187027.382,291198.158,202206.4,184626.512,209388.558,204586.254,244817.544,159868.958,181700.978,242369.576,21240.88,198180.746,321451.802,260013.632,94146.348,364889.63,437616.144,163604.918,386455.59,143938.236,156099.056,167599.85,140115.84,331685.844,156574.92,306754.876,502788.554,401117.78,375831.614,383931.45,179807.85,309592.976,149313.418,238463.668,85362.178,248492.512,243468.2,352180.182,263178.092,150196.286,182200.002,57672.562,76363.354,154101.682,237342.652,173455.832,157228.642,159976.932,283600.408,185672.63,249151.338,295967.782,123541.074,112084.248,142290.094,148123.806,177210.198,104240.028,401040.18,168768.386,327579.84,312040.772,394855.44,160670.63,152857.294,53148.722,133793.56,88652.236,237077.17,53571.216,263580.348,242057.38,274009.79,191936.774,24769.864,40429.222,51658.212,204464.948,134136.324,247006.536,190577.868,172569.754,126425.842,97164.784,193738.78,22188.762,19804.086,160569.628,8702.772,31910.262,178872.536,221967.488,259983.512,270944.694,64970.226,307124.82,73767.72,24959.636,23603.652,14399.584,90383.252,32590.416,223198.772,26733.408,201232.038,242514.05,346997.164,29545.896,22449.436,43195.89,26607.934,10990.628,18485.754,14135.11,14221.618,15426.62,13669.758,369835.608,14296.704,9337.98,31115.374,35815.74,25612.25,409321.348
"444.3145816",25701.928,38456.052,36100.82,34198.74,35874.592,44417.162,50194.928,38304.336,32197.058,21730.848,21750.982,30077.9,32210.944,59948.86,38415.928,31548.796,49277.608,40545.468,44887.366,33798.862,27783.734,34276.87,19315.714,45573.288,34966.724,53638.232,59176.826,40891.744,39869.966,45079.148,47814.428,22134.658,33352.67,52679.648,71100.386,63762.05,43962.558,49425.218,116115.92,117859.956,187546.126,44977.228,45186.306,64674.614,39516.472,49966.86,108016.956,86190.118,42118.446,42123.206,83479.784,101648.456,29739.796,50669.68,84429.722,52147.672,67993.582,54017.27,32570.56,49461.786,75062.272,263209.872,98659.884,95703.368,70741.522,52808.454,8663.996,61270.032,150809.492,166459.22,90253.016,52014.772,36293.36,35067.216,187727.69,60695.848,37914.244,7823.266,21238.594,83390.848,33149.134,88839.424,71411.382,71189.034,76517.334,35351.872,100166.128,69430.172,83815.5,132426.108,104193.11,29593.438,50630.442,51458.194,77147.588,38011.38,183432.626,83255.178,67062.652,101666.728,102650.472,44229.646,101858.544,51468.55,62164.772,322894.476,112551.674,207052.99,79958.986,27250.332,106720.378,140429.074,48376.724,61162.772,145314.202,67037.322,106219.592,71602.68,185281.336,129177.008,184516.228,28058.85,80065.798,60417.402,81751.454,57074.586,125713.322,46776.368,95763.756,116371.79,34739.918,36949.472,57035.368,31469.21,45435.95,42842.144,45759.41,80943.89,45111.932,57335.576,79371.782,79748.904,46555.394,51242.538,59072.188,40505.428,68665.65,64025.744,91472.768,45536.33,41982.176,26099.168,172168.088,64278.068,82839.56,29212.512,31781.604,22556.22,64714.738,61992.822,40074.866,41949.096,53026.426,161695.624,115840.65,13725.364,15848,10681.238,72487.4,115062.492,67727.628,40024.146,64453.12,109139.268,74827.708,135094.864,25119.05,13742.66,35730.018,32397.616,46349.212,36702.944,66182.142,31884.012,46000.026,43568.512,67757.418,52887.416,45864.108,36063.986,52668.49,71444.242,26973.8,129755.814,52628.626,101262.566,142837.892,298518.21,19413.382,46554.238,48823.406,30812.762,20175.372,44132.438,29869.47,38387.014,40716.906,58443.41,105586.112,47335.412,37693.506,29538.612,40269.728,29256.972,203230.064
"213.9228852",154320.112,101907.354,232041.132,250816.396,215860.44,109785.512,53109.332,257011.864,163545.146,215748.748,150441.372,101279.624,320468.716,64738.784,195733.448,215387.432,79220.29,131667.918,232758.114,71831.282,176061.358,117042.274,144921.056,136299.122,82107.202,197743.146,158141.306,112710.74,194013.716,135240.04,153403.938,70060.302,195431.418,125500.67,138414.76,327697.756,188626.676,246457.314,191808.482,42212.116,79435.562,297321.822,77321.81,323582.952,174592.166,144337.82,665303.664,525386.238,179116.728,42838.642,207658.672,239834.978,183850.454,41267.488,229750.316,128335.862,362140.836,634528.088,58897.618,82966.146,199519.324,309818.668,143468.74,218925.012,203118.894,171524.474,52475.166,44735.49,39960.28,22350.456,39147.276,28392.412,127732.148,22666.692,24118.602,190002.718,15305.702,26776.202,50566.652,40626.11,55167.394,22268.51,79442.644,226200.948,642466.076,20310.832,15309.616,372809.828,115820.328,67857.308,76013.34,79733.114,55562.71,28656.286,37622.766,33989.356,71478.774,381816.674,375367.128,90183.602,35600.028,53773.108,65990.172,16183.76,28946.47,21999.424,56403.268,32600.574,19152.018,24036.214,47027.746,107720.616,41142.676,308525.216,15449.106,58176.466,35130.792,82681.572,642752.738,37280.948,80005.868,22002.584,132564.204,311815.134,124231.408,16240.208,176857.954,36433.258,497631.3,19580.704,21532.422,33315.316,538540.468,50720.92,634106.32,62406.504,504958.132,14926.368,20685.782,29885.096,95488.5,118112.278,15721.494,13714.38,22117.488,67235.216,23610.226,55379.706,551841.942,578620.376,17369.232,36028.872,31992.748,18074.024,24261.792,23612.558,72526.598,73555.454,84534.508,549475.388,40771.316,51122.946,35520.666,419179.458,281746.474,55988.538,665273.734,587005.234,44954.29,84381.4,58433.516,139290.58,544123.436,35742.814,21899.262,27529.036,118550.432,364552.73,629251.194,136892.77,568193.382,313770.542,70892.718,55546.548,142342.018,115828.626,38324.462,22131.552,155590.006,112741.104,24564.914,658686.136,76629.598,105430.246,61171.394,127200.03,47300.138,46644.448,66069.616,132517.242,53708.934,73797.012,135132.872,64935.5,109739.608,126508.76,71361.714,49756.43,73289.344,73589.468,101655.136,104771.054,92944.6,43076.97,165861.422
"413.3599496",3533.68,20539.36,44033.73,25114.564,54499.486,49758.392,62790.212,57905.128,37236.772,64199.912,53090.076,63064.404,34036.452,43027.938,106055.11,19425.564,56289.76,57766.526,58675.784,95435.288,59363.7,38005.324,9751.936,36526.9,55132.072,35039.59,48189.142,68929.386,103181.996,63961.656,54582.882,91151.182,30167.13,33140.182,41302.206,53744.806,42428.994,64104.956,70771.652,84588.174,88035,47053.798,54717.352,56674.154,66245.544,26761.13,63295.364,109956.984,34172.64,21141.232,73494.094,43261.868,65361.326,47689.22,80421.764,51916.572,35824.356,65158.072,54535.04,43561.984,38104.998,79855.69,83311.136,68303.232,61103.214,67937.784,6387.964,85550.456,110095.008,91164.862,54656.944,50550.578,57330.698,55494.662,158305.09,57192.676,48851.88,12836.712,29905.908,122057.524,86276.094,56010.442,73009.94,82740.032,59349.592,61603.96,108531.724,79055.718,47726.71,112244.954,27580.928,83361.05,69437.294,56328.09,70950.38,59189.296,123301.468,101502.974,63160.026,66413.68,51200.284,13979.216,87077.254,76299.154,100596.766,128578.974,62310.836,128420.462,84878.284,94293.412,101256.16,89166.26,61847.718,30499.628,126526.342,69577.992,108524.926,93543.304,113104.974,75689.876,123434.64,40893.476,39381.324,22700.376,30768.566,140372.786,44403.644,109421.326,124347.016,141678.118,71945.678,84491.356,54565.906,66347.63,26279.406,48005.568,36753.292,54464.058,54979.686,64715.65,27364.436,77319.798,93345.35,65408.262,42789.568,60310.126,85335.24,84509.384,58235.796,28280.056,32183.36,85944.052,114170.03,112883.164,93782.034,19499.458,51115.974,13278.228,31892.854,33107.524,44023.262,80335.304,31358.258,113766.226,83117.788,3948.34,22780.892,17961.084,42162.73,57057.398,51166.816,15717.494,63528.962,75473.584,107653.716,87518.98,38531.894,21875.568,29866.506,29306.044,59740.342,34594.144,55263.538,66752.864,35672.622,22788.164,64230.622,30234.176,52728.936,30761.652,29419.514,72194.62,39636.308,56170.912,43155.474,55745.228,54835.914,85896.474,13000.136,39013.828,43224.558,34069.35,16424.376,42319.212,42205.888,38284.742,40852.684,56641.156,56666.774,39628.19,41736.692,33021.13,41050.256,34926.672,69617.048
"288.1787081",6110.772,154424.332,46674.542,11056.904,7764.616,12722.19,15665.4,6988.612,117953.656,24027.992,44409.106,11031.336,97737.336,15993.87,17396.672,4060.834,34683.798,4134.24,17090.312,23004.62,24949.496,28385.384,3432.76,40031.52,29161.754,24859.104,31139.946,14833.668,26531.28,8226.796,11548.912,15973.716,37237.328,55729.062,180298.146,75558.832,25775.96,8177.624,13881.668,28638.02,13446.704,383074.814,7945.244,6752.888,35240.054,819.544,114377.82,217827.978,42692.712,12703.798,17192.692,93152.018,100408.732,25120.806,48124.306,22193.576,132990.304,104814.162,67973.598,8226.682,19987.55,18483.812,28431.014,16076.078,27353.526,173221.514,3669.886,74045.73,6426.042,31413.494,35437.874,10725.614,9055.132,38120.562,53232.624,18492.584,42824.026,3025.716,21059.154,165882.106,139691.052,81793.998,66959.01,72911.248,214213.802,63498.014,67541.404,28262.428,11064.382,30882.822,2444.43,103037.578,5005.704,86115.902,99093.32,34914.39,19790.924,301725.604,34128.522,4070.728,29478.008,80218.858,118614.878,38136.926,38649.072,197768.048,67127.99,170092.826,205914.996,142435.724,40619.116,33077.694,55408.474,10831.584,61605.648,61119.28,96779.018,147233.652,78086.578,114309.98,199534.2,102798.824,15639.098,10213.62,28486.88,133750.106,6616.92,614597.178,52744.736,159555.024,195566.254,321442.816,97837.916,89318.682,2152.644,86546.07,66543.482,71461.554,64483.19,139879.242,52651.028,13598.67,67277.214,28330.33,60184.116,25917.698,107670.232,55436.6,3105.786,7869.216,139349.962,156122.86,34582.096,20352.374,51387.042,4664.192,66265.944,60506.71,109041.74,5233.836,67958.758,90706.158,75053.722,84104.77,26127.172,4710.508,791.466,5139.414,3556.202,67200.49,60054.174,217192.922,17094.21,33921.1,234983.228,270187.862,4808.554,3413.702,41565.326,38011.458,2584.952,54421.666,6523.712,147697.846,41934.934,9595.812,55165.33,5396.952,5835.384,21170.57,5938.16,105622.78,1719.848,22177.256,233335.752,41804.656,13126.16,63128.072,3664.694,0,3879.796,9637.87,5421.814,0,1761.59,3845.32,9388.226,14688.27,142714.942,0,0,1474.212,23497.206,2793.312,121739.384
"325.065917",2144.988,2736.74,4268.262,1919.554,3278.63,11012.7,3417.782,3601.61,2798.73,1245.372,9358.788,1663.964,3351.868,844.704,12399.512,5349.412,3675.72,2042.196,5883.088,30160.088,1835.964,1147.77,3787.27,3017.9,6225.992,2215.738,2827.168,14922.3,22434.278,10339.192,3425.618,5142.398,1990.052,4522.376,5858.57,6426.028,2416.868,1229.34,3232.55,6254.032,19572.618,2910.004,5694.9,16082.296,536046.416,2008.254,267715.848,839972.934,1818.166,2109.776,0,2405.326,2407.16,1568.282,2653.008,3851.6,7302.278,125111.806,3384.212,5431.592,4717.958,1830.24,1583.264,3627.942,4743.182,6283.262,1170.066,2050.774,3161.432,0,2930.928,2825.414,913.836,4386.666,4127.718,7550.538,1160.516,825.792,4477.48,1783.932,6019.408,1308.076,2048.952,206510.086,54726.022,5166.312,2017.114,3796.384,44220.078,5638.62,64225.722,2932.038,2070.852,988.764,1522.048,3748.48,1919.802,89320.318,219815.674,170557.324,39320.692,5095.898,3961.754,2092.512,2444.938,2376.148,4716.038,5425.204,1528.86,2940.78,2258.54,56988.224,5029.692,812354.822,7964.934,11577.35,3922.616,5389.768,524737.752,3484.464,7465.062,3239.592,92819.772,74563.11,88424.598,3898.2,103026.862,3080.884,294172.964,3577.766,11366.088,5167.89,275209.236,972.648,187974.03,1650.4,408156.62,4898.794,2694.004,14614.842,178671.95,187173.122,3023.94,1717.004,2261.33,9338.296,1886.298,10305.966,31230.936,82335.144,2379.528,3483.59,231042.9,147314.432,1250.736,1162.76,2847.01,807.84,455974.952,202768.632,5682.054,1883.06,84114.796,337563.432,404470.632,1190.268,98948.344,61147.042,130712.426,194413.642,94466.52,63172.508,210715.168,9956.964,3782.388,2909.376,84796.704,46287.008,202638.24,80605.472,49960.884,362939.582,659641.49,3429.072,175101.086,77077.292,65205.468,12678.528,32984.02,67500.498,48628.226,132128.51,67307.61,135305.484,49402.296,277100.388,186707.28,227728.99,173963.012,78319.888,48366.014,45236.69,65834.264,28386.316,62416.468,35190.156,74632,101635.418,283166.25,33530.326,43943.81,50563.75,36377.252,52453.272,108661.434
